Node Number = 69282
171926.231451 725421.426205 27.912326
172136.859371 725287.390256 48.414612
172402.325765 725147.282992 76.756358
172668.678100 725006.710759 96.983295
172935.366155 724868.988871 107.350400
173203.839220 724734.752339 110.993930
173472.312285 724600.515806 111.390670
173740.785350 724466.279274 112.415080
174005.722419 724324.750514 114.503490
174261.960045 724167.827412 109.628160
174517.344357 724010.398727 81.839455
174772.728669 723852.970041 53.760647
175028.112981 723695.541355 42.604732
175283.518948 723538.139623 48.187607
175545.722678 723390.342240 60.759272
175808.563162 723245.589509 73.255642
176071.403645 723100.836779 81.954348
176334.244129 722956.084049 81.329678
176596.568545 722810.447219 70.227363
176852.484273 722653.831361 53.934745
177105.744297 722492.665891 49.266820
177359.004321 722331.500421 58.104476
177612.264345 722170.334951 66.665483
177865.545740 722009.205291 52.505458
178126.256348 721860.524179 29.232978
178389.014619 721715.274175 22.191649
178651.772890 721570.024171 23.257853
178845.561983 721460.910306 20.212378
179010.000000 721372.000000 15.469000
179158.000000 721587.000000 17.355000
179340.000000 721645.000000 14.777000
179510.000000 721792.000000 14.883000
179663.000000 721996.000000 15.196000
179832.000000 722166.000000 15.709000
179962.000000 722404.000000 13.643000
180042.000000 722501.000000 13.058000
180126.000000 722585.000000 11.788000
180217.000000 722670.000000 9.297000
180303.000000 722744.000000 7.996000
180386.000000 722828.000000 8.116000
180476.000000 722891.000000 8.448000
180565.000000 722931.000000 8.124000
180659.000000 722948.000000 7.262000
180752.000000 722966.000000 6.168000
180846.000000 722950.000000 5.390000
180927.000000 722868.000000 5.031000
180983.000000 722742.000000 3.496000
181045.000000 722627.000000 2.603000
181129.000000 722567.000000 2.377000
181217.000000 722596.000000 2.284000
181285.000000 722704.000000 2.711000
181329.000000 722858.000000 3.881000
181387.000000 723000.000000 6.264000
181461.000000 723108.000000 10.285000
181552.000000 723080.000000 11.070000
181636.000000 723031.000000 10.000000
181727.000000 722994.000000 8.151000
181817.000000 722933.000000 6.584000
181894.000000 722851.000000 4.887000
181962.000000 722747.000000 3.878000
182030.000000 722643.000000 2.934000
182107.000000 722550.000000 2.281000
182159.000000 722492.000000 2.058000
182207.000000 722434.000000 2.034000
182258.000000 722364.000000 2.036000
182304.000000 722295.000000 2.031000
182365.000000 722270.000000 2.037000
182421.000000 722255.000000 2.049000
182478.000000 722297.000000 2.077000
182542.000000 722338.000000 2.089000
182597.000000 722347.000000 2.070000
182660.000000 722354.000000 2.043000
182722.000000 722340.000000 2.030000
182783.000000 722326.000000 2.027000
182843.000000 722312.000000 2.024000
182905.000000 722298.000000 2.022000
182967.000000 722294.000000 2.020000
183029.000000 722291.000000 2.018000
183091.000000 722321.000000 2.020000
183149.000000 722341.000000 2.032000
183206.000000 722394.000000 2.098000
183266.000000 722446.000000 2.273000
183318.000000 722499.000000 2.567000
183377.000000 722552.000000 2.930000
183429.000000 722616.000000 3.245000
183482.000000 722681.000000 3.345000
183535.000000 722756.000000 3.131000
183582.000000 722832.000000 2.960000
183624.000000 722908.000000 3.914000
183672.000000 722994.000000 4.860000
183718.000000 723059.000000 5.223000
183771.000000 723134.000000 4.970000
183828.000000 723165.000000 4.638000
183892.000000 723195.000000 4.119000
183950.000000 723225.000000 3.526000
184012.000000 723256.000000 3.119000
184075.000000 723275.000000 2.913000
184133.000000 723294.000000 2.853000
184196.000000 723313.000000 2.983000
184257.000000 723322.000000 3.268000
184320.000000 723340.000000 3.484000
184383.000000 723348.000000 3.366000
184446.000000 723356.000000 2.954000
184507.000000 723365.000000 2.632000
184569.000000 723361.000000 2.683000
184632.000000 723369.000000 3.137000
184694.000000 723366.000000 3.796000
184754.000000 723363.000000 4.414000
184816.000000 723360.000000 5.052000
184878.000000 723346.000000 5.762000
184940.000000 723331.000000 6.066000
184999.000000 723317.000000 5.570000
185062.000000 723314.000000 4.841000
185124.000000 723311.000000 4.904000
185185.000000 723297.000000 5.851000
185240.000000 723283.000000 6.676000
185300.000000 723246.000000 6.624000
185361.000000 723221.000000 5.978000
185424.000000 723229.000000 5.467000
185485.000000 723248.000000 6.727000
185543.000000 723267.000000 8.864000
185607.000000 723297.000000 10.441000
185669.000000 723328.000000 10.269000
185727.000000 723359.000000 8.926000
185791.000000 723389.000000 7.729000
185847.000000 723419.000000 6.987000
185911.000000 723438.000000 6.264000
185967.000000 723469.000000 5.278000
186031.000000 723510.000000 4.420000
186090.000000 723541.000000 3.759000
186147.000000 723594.000000 3.247000
186206.000000 723636.000000 3.320000
186262.000000 723666.000000 3.889000
186326.000000 723696.000000 3.965000
186389.000000 723715.000000 3.268000
186451.000000 723735.000000 2.677000
186504.000000 723788.000000 2.528000
186561.000000 723830.000000 2.620000
186621.000000 723882.000000 2.689000
186678.000000 723935.000000 2.641000
186730.000000 723988.000000 2.747000
186789.000000 724041.000000 3.189000
186853.000000 724071.000000 3.622000
186909.000000 724091.000000 3.599000
186972.000000 724110.000000 3.068000
187035.000000 724129.000000 2.438000
187096.000000 724137.000000 2.101000
187159.000000 724145.000000 2.012000
187222.000000 724153.000000 2.001000
187285.000000 724172.000000 2.000000
187341.000000 724192.000000 2.000000
187405.000000 724222.000000 2.000000
187462.000000 724275.000000 2.000000
187516.000000 724328.000000 2.000000
187545.000000 724427.000000 2.000000
187569.000000 724526.000000 2.000000
187567.000000 724637.000000 2.000000
187547.000000 724728.000000 2.000000
187487.000000 724764.000000 2.000000
187427.000000 724790.000000 2.000000
187365.000000 724793.000000 2.000000
187310.000000 724829.000000 2.000000
187258.000000 724876.000000 2.000000
187197.000000 724901.000000 2.000000
187135.000000 724916.000000 2.000000
187075.000000 724919.000000 2.000000
187012.000000 724911.000000 2.001000
186955.000000 724891.000000 2.010000
186893.000000 724861.000000 2.063000
186835.000000 724830.000000 2.230000
186770.000000 724789.000000 2.533000
186714.000000 724770.000000 2.876000
186651.000000 724739.000000 3.128000
186587.000000 724709.000000 3.193000
186530.000000 724678.000000 3.086000
186472.000000 724637.000000 3.221000
186414.000000 724584.000000 3.354000
186355.000000 724531.000000 3.653000
186298.000000 724489.000000 4.228000
186240.000000 724459.000000 4.371000
186178.000000 724429.000000 4.442000
186120.000000 724398.000000 4.426000
186056.000000 724379.000000 4.335000
186004.000000 724314.000000 4.760000
185957.000000 724239.000000 5.098000
185927.000000 724140.000000 5.264000
185898.000000 724041.000000 5.032000
185838.000000 723988.000000 4.555000
185781.000000 723936.000000 4.630000
185723.000000 723905.000000 5.280000
185661.000000 723875.000000 6.090000
185602.000000 723844.000000 6.925000
185539.000000 723814.000000 7.825000
185487.000000 723761.000000 8.604000
185429.000000 723708.000000 8.848000
185370.000000 723655.000000 8.380000
185313.000000 723613.000000 7.412000
185250.000000 723595.000000 6.134000
185186.000000 723575.000000 4.914000
185133.000000 723600.000000 4.322000
185071.000000 723615.000000 4.527000
185009.000000 723618.000000 5.104000
184946.000000 723610.000000 5.350000
184888.000000 723646.000000 4.919000
184827.000000 723683.000000 3.908000
184780.000000 723730.000000 2.857000
184727.000000 723788.000000 2.481000
184666.000000 723825.000000 2.493000
184613.000000 723861.000000 2.646000
184551.000000 723864.000000 3.077000
184489.000000 723867.000000 3.743000
184428.000000 723859.000000 4.351000
184365.000000 723851.000000 4.548000
184304.000000 723876.000000 4.197000
184251.000000 723902.000000 3.385000
184268.000000 724012.000000 2.282000
184310.000000 724100.000000 2.029000
184357.000000 724175.000000 2.002000
184404.000000 724251.000000 2.000000
184457.000000 724315.000000 2.000000
184473.000000 724415.000000 2.000000
184452.000000 724482.000000 2.000000
184396.000000 724452.000000 2.000000
184332.000000 724422.000000 2.000000
184276.000000 724391.000000 2.000000
184217.000000 724361.000000 2.000000
184165.000000 724296.000000 2.001000
184130.000000 724209.000000 2.016000
184125.000000 724097.000000 2.151000
184094.000000 724021.000000 2.692000
184037.000000 723968.000000 3.586000
183977.000000 723916.000000 4.667000
183926.000000 723863.000000 5.741000
183869.000000 723821.000000 6.524000
183804.000000 723779.000000 6.642000
183745.000000 723738.000000 5.971000
183684.000000 723719.000000 4.867000
183621.000000 723710.000000 3.743000
183565.000000 723725.000000 2.852000
183504.000000 723705.000000 2.400000
183445.000000 723664.000000 2.390000
183393.000000 723600.000000 2.519000
183340.000000 723535.000000 2.944000
183288.000000 723471.000000 3.647000
183234.000000 723418.000000 4.444000
183182.000000 723354.000000 5.040000
183129.000000 723290.000000 5.315000
183087.000000 723203.000000 5.592000
183047.000000 723115.000000 5.696000
183022.000000 723005.000000 5.185000
183003.000000 722895.000000 4.560000
182957.000000 722830.000000 2.909000
182900.000000 722788.000000 2.328000
182841.000000 722747.000000 2.205000
182789.000000 722694.000000 2.119000
182732.000000 722652.000000 2.076000
182673.000000 722599.000000 2.118000
182610.000000 722602.000000 2.199000
182550.000000 722606.000000 2.244000
182502.000000 722664.000000 2.218000
182463.000000 722744.000000 2.136000
182457.000000 722856.000000 2.086000
182450.000000 722968.000000 2.143000
182430.000000 723069.000000 2.194000
182411.000000 723170.000000 2.401000
